  0.4000E+01 -0.2351E+01 -0.1236E+01  0.3804E+01 -0.3236E+01 -0.6661E-15  0.3236E+01 -0.3804E+01  0.1236E+01  0.2351E+01 -0.4000E+01  0.2351E+01  0.1236E+01 -0.3804E+01  0.3236E+01 -0.1554E-14 -0.3236E+01  0.3804E+01 -0.1236E+01 -0.2351E+01
 -0.1236E+01  0.7265E+00  0.3820E+00 -0.1176E+01  0.1000E+01  0.2220E-15 -0.1000E+01  0.1176E+01 -0.3820E+00 -0.7265E+00  0.1236E+01 -0.7265E+00 -0.3820E+00  0.1176E+01 -0.1000E+01  0.4996E-15  0.1000E+01 -0.1176E+01  0.3820E+00  0.7265E+00
 -0.3236E+01  0.1902E+01  0.1000E+01 -0.3078E+01  0.2618E+01  0.4441E-15 -0.2618E+01  0.3078E+01 -0.1000E+01 -0.1902E+01  0.3236E+01 -0.1902E+01 -0.1000E+01  0.3078E+01 -0.2618E+01  0.1332E-14  0.2618E+01 -0.3078E+01  0.1000E+01  0.1902E+01
  0.3236E+01 -0.1902E+01 -0.1000E+01  0.3078E+01 -0.2618E+01 -0.4441E-15  0.2618E+01 -0.3078E+01  0.1000E+01  0.1902E+01 -0.3236E+01  0.1902E+01  0.1000E+01 -0.3078E+01  0.2618E+01 -0.1332E-14 -0.2618E+01  0.3078E+01 -0.1000E+01 -0.1902E+01
  0.1236E+01 -0.7265E+00 -0.3820E+00  0.1176E+01 -0.1000E+01 -0.2220E-15  0.1000E+01 -0.1176E+01  0.3820E+00  0.7265E+00 -0.1236E+01  0.7265E+00  0.3820E+00 -0.1176E+01  0.1000E+01 -0.5551E-15 -0.1000E+01  0.1176E+01 -0.3820E+00 -0.7265E+00
 -0.4000E+01  0.2351E+01  0.1236E+01 -0.3804E+01  0.3236E+01  0.1110E-14 -0.3236E+01  0.3804E+01 -0.1236E+01 -0.2351E+01  0.4000E+01 -0.2351E+01 -0.1236E+01  0.3804E+01 -0.3236E+01  0.1554E-14  0.3236E+01 -0.3804E+01  0.1236E+01  0.2351E+01
  0.1236E+01 -0.7265E+00 -0.3820E+00  0.1176E+01 -0.1000E+01 -0.3331E-15  0.1000E+01 -0.1176E+01  0.3820E+00  0.7265E+00 -0.1236E+01  0.7265E+00  0.3820E+00 -0.1176E+01  0.1000E+01 -0.5551E-15 -0.1000E+01  0.1176E+01 -0.3820E+00 -0.7265E+00
  0.3236E+01 -0.1902E+01 -0.1000E+01  0.3078E+01 -0.2618E+01 -0.4441E-15  0.2618E+01 -0.3078E+01  0.1000E+01  0.1902E+01 -0.3236E+01  0.1902E+01  0.1000E+01 -0.3078E+01  0.2618E+01 -0.1332E-14 -0.2618E+01  0.3078E+01 -0.1000E+01 -0.1902E+01
 -0.3236E+01  0.1902E+01  0.1000E+01 -0.3078E+01  0.2618E+01  0.4441E-15 -0.2618E+01  0.3078E+01 -0.1000E+01 -0.1902E+01  0.3236E+01 -0.1902E+01 -0.1000E+01  0.3078E+01 -0.2618E+01  0.1332E-14  0.2618E+01 -0.3078E+01  0.1000E+01  0.1902E+01
 -0.1236E+01  0.7265E+00  0.3820E+00 -0.1176E+01  0.1000E+01  0.1110E-15 -0.1000E+01  0.1176E+01 -0.3820E+00 -0.7265E+00  0.1236E+01 -0.7265E+00 -0.3820E+00  0.1176E+01 -0.1000E+01  0.5551E-15  0.1000E+01 -0.1176E+01  0.3820E+00  0.7265E+00
  0.4000E+01 -0.2351E+01 -0.1236E+01  0.3804E+01 -0.3236E+01 -0.6661E-15  0.3236E+01 -0.3804E+01  0.1236E+01  0.2351E+01 -0.4000E+01  0.2351E+01  0.1236E+01 -0.3804E+01  0.3236E+01 -0.1998E-14 -0.3236E+01  0.3804E+01 -0.1236E+01 -0.2351E+01
 -0.1236E+01  0.7265E+00  0.3820E+00 -0.1176E+01  0.1000E+01  0.2220E-15 -0.1000E+01  0.1176E+01 -0.3820E+00 -0.7265E+00  0.1236E+01 -0.7265E+00 -0.3820E+00  0.1176E+01 -0.1000E+01  0.5551E-15  0.1000E+01 -0.1176E+01  0.3820E+00  0.7265E+00
 -0.3236E+01  0.1902E+01  0.1000E+01 -0.3078E+01  0.2618E+01  0.4441E-15 -0.2618E+01  0.3078E+01 -0.1000E+01 -0.1902E+01  0.3236E+01 -0.1902E+01 -0.1000E+01  0.3078E+01 -0.2618E+01  0.1332E-14  0.2618E+01 -0.3078E+01  0.1000E+01  0.1902E+01
  0.3236E+01 -0.1902E+01 -0.1000E+01  0.3078E+01 -0.2618E+01 -0.6661E-15  0.2618E+01 -0.3078E+01  0.1000E+01  0.1902E+01 -0.3236E+01  0.1902E+01  0.1000E+01 -0.3078E+01  0.2618E+01 -0.1443E-14 -0.2618E+01  0.3078E+01 -0.1000E+01 -0.1902E+01
  0.1236E+01 -0.7265E+00 -0.3820E+00  0.1176E+01 -0.1000E+01 -0.1110E-15  0.1000E+01 -0.1176E+01  0.3820E+00  0.7265E+00 -0.1236E+01  0.7265E+00  0.3820E+00 -0.1176E+01  0.1000E+01 -0.4996E-15 -0.1000E+01  0.1176E+01 -0.3820E+00 -0.7265E+00
 -0.4000E+01  0.2351E+01  0.1236E+01 -0.3804E+01  0.3236E+01  0.8882E-15 -0.3236E+01  0.3804E+01 -0.1236E+01 -0.2351E+01  0.4000E+01 -0.2351E+01 -0.1236E+01  0.3804E+01 -0.3236E+01  0.1554E-14  0.3236E+01 -0.3804E+01  0.1236E+01  0.2351E+01
