  0.0000E+00 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01 -0.3331E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01  0.1221E-14 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01  0.7772E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01
  0.0000E+00 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01 -0.3331E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01  0.1221E-14 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01  0.7772E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01
  0.0000E+00 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01 -0.3331E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01  0.1221E-14 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01  0.7772E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01
  0.0000E+00 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01 -0.3331E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01  0.1221E-14 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01  0.7772E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01
  0.0000E+00 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01 -0.3331E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01  0.1221E-14 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01  0.7772E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01
  0.0000E+00 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01 -0.3331E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01  0.1221E-14 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01  0.7772E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01
  0.0000E+00 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01 -0.3331E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01  0.1221E-14 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01  0.7772E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01
  0.0000E+00 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01 -0.3331E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01  0.1221E-14 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01  0.7772E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01
  0.0000E+00 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01 -0.3331E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01  0.1221E-14 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01  0.7772E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01
  0.0000E+00 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01 -0.3331E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01  0.1221E-14 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01  0.7772E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01
  0.0000E+00 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01 -0.3331E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01  0.1221E-14 -0.1176E+01 -0.1902E+01 -0.1902E+01 -0.1176E+01  0.7772E-15  0.1176E+01  0.1902E+01  0.1902E+01  0.1176E+01
